time,cid,rule,dir,bars,pnl_R,exit
2025-01-02 15:45:00,0,R3f_sma_bounce,1,59,4.780839557043555,ml_exit
2025-01-02 15:50:00,0,R3g_three_green,1,60,3.3708199157789833,max
2025-01-02 16:10:00,0,R3i_inside_break,1,60,2.241054613935998,max
2025-01-02 18:10:00,0,R3i_inside_break,1,60,2.1142533936650283,max
2025-01-02 19:35:00,0,R3a_pullback,1,60,2.3324826831936036,max
2025-01-02 21:30:00,0,R3g_three_green,1,60,2.5319977740677273,max
2025-01-02 22:10:00,0,R3g_three_green,1,60,1.869364161849966,max
2025-01-02 23:50:00,0,R3a_pullback,1,59,7.595872742905248,ml_exit
2025-01-03 01:10:00,0,R3h_close_streak,1,60,5.874558303886369,max
2025-01-03 02:55:00,0,R3g_three_green,1,13,-4.151162790697672,hard_sl
2025-01-03 03:35:00,0,R3e_false_breakdown,1,60,0.6815892557358235,ml_exit
2025-01-03 05:15:00,0,R3g_three_green,1,48,-4.196785831420047,hard_sl
2025-01-03 07:25:00,0,R3e_false_breakdown,1,5,-4.511508951406339,hard_sl
2025-01-03 09:05:00,0,R3e_false_breakdown,1,60,1.2125984251967459,max
2025-01-03 09:25:00,0,R3a_pullback,1,60,1.779767233661637,max
2025-01-03 10:35:00,0,R3e_false_breakdown,1,60,-3.9208688906130553,max
2025-01-03 11:35:00,0,R3i_inside_break,1,48,-5.2312245652982305,hard_sl
2025-01-03 11:55:00,0,R3f_sma_bounce,1,44,-5.132938187976795,hard_sl
2025-01-03 12:10:00,0,R3g_three_green,1,38,-4.39961850262322,hard_sl
2025-01-03 23:45:00,2,R0h_3bar_reversal,-1,26,-4.173076923076525,hard_sl
2025-01-06 07:30:00,2,R0e_nr4_break,-1,60,1.0791366906475053,max
2025-01-06 08:40:00,2,R0e_nr4_break,1,60,10.370820668692886,max
2025-01-08 06:35:00,2,R0d_squeeze,-1,15,-4.231912784935903,hard_sl
2025-01-09 10:15:00,2,R0e_nr4_break,1,60,6.850042844901458,max
2025-01-09 18:55:00,0,R3e_false_breakdown,1,60,1.4826983572178474,max
2025-01-09 20:15:00,0,R3g_three_green,1,60,0.017529215358783726,max
2025-01-09 21:30:00,0,R3g_three_green,1,60,0.020038167939065342,max
2025-01-09 23:05:00,0,R3e_false_breakdown,1,60,7.121739130434322,max
2025-01-09 23:30:00,0,R3h_close_streak,1,60,6.75923566878943,max
2025-01-10 01:45:00,0,R3e_false_breakdown,1,60,6.938364779873668,max
2025-01-10 02:25:00,0,R3b_higherlow,1,60,5.084459459459612,max
2025-01-10 02:40:00,0,R3h_close_streak,1,60,5.487654320988244,max
2025-01-10 03:15:00,0,R3b_higherlow,1,60,4.2798913043477524,max
2025-01-10 03:50:00,0,R3d_oversold,1,60,6.517394054395497,max
2025-01-10 03:55:00,0,R3f_sma_bounce,1,60,6.21078431372524,max
2025-01-10 04:15:00,0,R3i_inside_break,1,60,3.6846284741916895,max
2025-01-10 05:05:00,0,R3b_higherlow,1,60,4.8781636256625385,max
2025-01-10 05:20:00,0,R3h_close_streak,1,60,4.804583835947255,ml_exit
2025-01-10 05:50:00,0,R3d_oversold,1,59,4.29290617848979,ml_exit
2025-01-10 07:20:00,0,R3h_close_streak,1,60,10.192523364486108,max
2025-01-10 11:45:00,0,R3d_oversold,1,45,-7.399673735726116,hard_sl
2025-01-10 12:55:00,0,R3g_three_green,1,31,-8.947935368042323,hard_sl
2025-01-10 15:50:00,0,R3h_close_streak,1,60,1.1907216494845914,max
2025-01-10 15:55:00,0,R3i_inside_break,1,60,1.018383518224987,max
2025-01-10 19:00:00,3,R1c_bouncefade,-1,60,0.9939971020493507,max
2025-01-10 19:45:00,3,R1d_overbought,-1,60,3.0722100656454834,max
2025-01-10 21:40:00,3,R1f_sma_reject,-1,60,2.163804491413368,max
2025-01-13 01:45:00,3,R1c_bouncefade,-1,60,1.8447335291647786,max
2025-01-13 02:30:00,3,R1h_close_streak,-1,60,3.6170009551095736,max
2025-01-13 06:00:00,3,R1e_false_breakout,-1,60,2.945100051308262,ml_exit
2025-01-13 06:20:00,3,R1f_sma_reject,-1,59,0.8737300435412981,ml_exit
2025-01-13 06:25:00,3,R1h_close_streak,-1,59,1.216790123456572,ml_exit
2025-01-13 08:00:00,3,R1a_swinghigh,-1,59,5.854949708840622,ml_exit
2025-01-13 08:30:00,3,R1e_false_breakout,-1,60,8.94997367035197,max
2025-01-13 09:25:00,3,R1h_close_streak,-1,59,12.433351618211457,ml_exit
2025-01-13 09:35:00,3,R1g_three_red,-1,60,12.461701003697575,max
2025-01-13 10:55:00,3,R1f_sma_reject,-1,60,7.885158456228575,max
2025-01-13 11:45:00,3,R1f_sma_reject,-1,60,5.741256576911183,max
2025-01-13 13:20:00,3,R1f_sma_reject,-1,60,6.936639118457296,max
2025-01-13 14:10:00,3,R1h_close_streak,-1,60,4.296937416777753,max
2025-01-13 15:10:00,3,R1h_close_streak,-1,60,2.344965104685932,max
2025-01-13 15:20:00,3,R1f_sma_reject,-1,60,3.264649375600478,ml_exit
2025-01-13 16:05:00,3,R1b_lowerhigh,-1,59,4.255003706449306,ml_exit
2025-01-13 16:15:00,3,R1f_sma_reject,-1,59,3.974424552429644,ml_exit
2025-01-13 16:45:00,3,R1e_false_breakout,-1,59,3.912292978772968,ml_exit
2025-01-13 16:55:00,3,R1c_bouncefade,-1,59,4.443133553562834,ml_exit
2025-01-13 18:10:00,3,R1b_lowerhigh,-1,59,1.890109890109824,ml_exit
2025-01-13 18:50:00,1,R0f_mean_revert,-1,59,0.5985960433950932,ml_exit
2025-01-14 20:45:00,0,R3g_three_green,1,60,1.5414398064127455,max
2025-01-14 21:00:00,0,R3h_close_streak,1,60,0.22668393782384677,max
2025-01-14 21:10:00,0,R3f_sma_bounce,1,60,-0.8315982853642386,max
2025-01-14 22:05:00,0,R3b_higherlow,1,60,-0.5182320441989279,max
2025-01-14 22:20:00,0,R3a_pullback,1,60,-0.5038167938930022,max
2025-01-14 22:50:00,0,R3g_three_green,1,60,-1.2263374485598824,max
2025-01-14 22:55:00,0,R3h_close_streak,1,46,-4.036666666666811,hard_sl
2025-01-14 23:15:00,0,R3c_breakpullback,1,41,-4.2205226258764785,hard_sl
2025-01-14 23:45:00,0,R3b_higherlow,1,23,-4.279245283019354,hard_sl
2025-01-15 03:00:00,0,R3e_false_breakdown,1,60,6.234374999999611,max
2025-01-15 04:00:00,0,R3e_false_breakdown,1,60,7.661190965092617,max
2025-01-15 04:45:00,0,R3g_three_green,1,60,4.920019389239055,max
2025-01-15 05:05:00,0,R3c_breakpullback,1,60,7.104780299372111,max
2025-01-15 05:35:00,0,R3h_close_streak,1,60,5.822606814494575,max
2025-01-15 06:20:00,0,R3g_three_green,1,60,9.32935153583591,max
2025-01-15 07:40:00,0,R3h_close_streak,1,60,10.897858319603701,max
2025-01-15 07:45:00,0,R3g_three_green,1,60,11.131599684790888,max
2025-01-15 08:30:00,0,R3g_three_green,1,60,3.068945197406649,max
2025-01-15 08:35:00,0,R3h_close_streak,1,60,2.43657817109106,max
2025-01-15 09:10:00,0,R3g_three_green,1,60,3.5934128336171294,max
2025-01-15 10:35:00,0,R3d_oversold,1,60,2.386297977713684,max
2025-01-15 10:45:00,0,R3g_three_green,1,60,2.6235864297253166,max
2025-01-15 11:35:00,0,R3g_three_green,1,60,-3.139139139139149,max
2025-01-15 12:00:00,0,R3b_higherlow,1,60,-6.2397540983610025,hard_sl
2025-01-15 13:10:00,0,R3b_higherlow,1,46,-5.945647167204457,hard_sl
2025-01-15 14:20:00,0,R3e_false_breakdown,1,32,-5.520741825280944,hard_sl
2025-01-15 15:20:00,0,R3e_false_breakdown,1,60,6.457789382071305,max
2025-01-15 15:45:00,0,R3c_breakpullback,1,60,1.12753977968174,max
2025-01-15 15:55:00,0,R3g_three_green,1,13,-4.914126234435497,hard_sl
2025-01-15 18:45:00,0,R3g_three_green,1,60,3.037697841726604,max
2025-01-15 19:25:00,0,R3d_oversold,1,60,2.4007794738552417,max
2025-01-15 20:15:00,0,R3g_three_green,1,60,1.9581624282197598,max
2025-01-15 20:50:00,0,R3f_sma_bounce,1,60,2.434170854271316,max
2025-01-15 22:10:00,0,R3g_three_green,1,60,0.183864915572267,max
2025-01-15 22:35:00,0,R3d_oversold,1,60,1.6820895522389845,max
2025-01-16 08:20:00,0,R3e_false_breakdown,1,60,11.03340961098465,max
2025-01-16 08:50:00,0,R3h_close_streak,1,60,9.062351261304379,max
2025-01-16 09:10:00,0,R3g_three_green,1,60,4.902504472271941,max
2025-01-16 10:05:00,0,R3g_three_green,1,60,1.991741741741664,max
2025-01-16 10:10:00,0,R3h_close_streak,1,60,3.6155026861089334,max
2025-01-16 11:15:00,0,R3g_three_green,1,59,6.936794582392715,ml_exit
2025-01-16 11:20:00,0,R3h_close_streak,1,59,6.041577060931764,ml_exit
2025-01-16 12:05:00,0,R3g_three_green,1,60,4.507739938080312,max
2025-01-16 12:10:00,0,R3h_close_streak,1,60,2.492405510420333,max
2025-01-16 13:15:00,0,R3f_sma_bounce,1,13,-4.372168284789625,hard_sl
2025-01-16 13:50:00,0,R3b_higherlow,1,8,-4.294360385144564,hard_sl
2025-01-16 15:20:00,0,R3g_three_green,1,60,3.885697538100595,max
2025-01-16 17:30:00,0,R3g_three_green,1,60,-0.7948598130841955,max
2025-01-16 17:45:00,0,R3e_false_breakdown,1,60,1.0904082143750213,max
2025-01-16 20:45:00,0,R3e_false_breakdown,1,60,-0.39055793991422233,max
2025-01-16 21:45:00,0,R3e_false_breakdown,1,59,-1.738660907127268,ml_exit
2025-01-20 03:10:00,1,R0a_bb,1,60,11.890684410646593,max
2025-01-20 08:55:00,1,R0f_mean_revert,-1,60,1.9638807223855674,max
2025-01-21 03:20:00,0,R3d_oversold,1,60,6.81165919282502,max
2025-01-21 03:40:00,0,R3f_sma_bounce,1,60,3.2497584541061624,max
2025-01-21 03:55:00,0,R3i_inside_break,1,60,2.0132389865328157,max
2025-01-21 04:00:00,0,R3g_three_green,1,60,1.5864321608039658,max
2025-01-21 04:05:00,0,R3h_close_streak,1,60,1.067735263702123,max
2025-01-21 04:40:00,0,R3g_three_green,1,60,2.74029280712933,max
2025-01-21 05:15:00,0,R3i_inside_break,1,60,1.010812696198194,max
2025-01-21 05:20:00,0,R3g_three_green,1,60,-0.2573179033355842,max
2025-01-21 05:50:00,0,R3d_oversold,1,60,-0.8453224002981047,max
2025-01-21 06:20:00,0,R3g_three_green,1,60,-1.7904290429042204,max
2025-01-21 07:25:00,0,R3b_higherlow,1,43,-4.867075664621608,hard_sl
2025-01-21 07:40:00,0,R3a_pullback,1,40,-4.8736462093863135,hard_sl
2025-01-21 09:00:00,0,R3e_false_breakdown,1,60,-0.561779896702331,max
2025-01-21 09:30:00,0,R3g_three_green,1,18,-4.1625722543353625,hard_sl
2025-01-21 13:15:00,0,R3e_false_breakdown,1,60,15.829401088928313,max
2025-01-21 13:40:00,0,R3h_close_streak,1,60,12.043271311120254,max
2025-01-21 13:45:00,0,R3g_three_green,1,60,10.999999999999599,max
2025-01-21 14:25:00,0,R3g_three_green,1,60,10.591739475774403,ml_exit
2025-01-21 14:30:00,0,R3h_close_streak,1,59,10.331110239309657,ml_exit
2025-01-21 14:55:00,0,R3d_oversold,1,60,8.835904628330486,max
2025-01-21 16:20:00,0,R3g_three_green,1,60,4.052531816951078,max
2025-01-21 16:35:00,0,R3c_breakpullback,1,60,3.850385038503933,max
2025-01-21 16:50:00,0,R3h_close_streak,1,60,2.7154995605039742,max
2025-01-21 17:25:00,0,R3b_higherlow,1,60,2.352688172043107,max
2025-01-21 17:50:00,0,R3g_three_green,1,60,1.211497730711058,max
2025-01-21 18:40:00,0,R3b_higherlow,1,60,1.1096543504171195,max
2025-01-21 19:00:00,0,R3g_three_green,1,60,-0.29651352231981626,max
2025-01-21 20:15:00,0,R3g_three_green,1,60,-0.44530643910017087,max
2025-01-21 23:40:00,0,R3g_three_green,1,60,5.772029102667905,max
2025-01-22 02:05:00,0,R3g_three_green,1,60,4.937724550898397,max
2025-01-22 02:35:00,0,R3h_close_streak,1,60,8.788067122436384,max
2025-01-22 02:45:00,0,R3g_three_green,1,60,7.510588235294028,max
2025-01-22 03:30:00,0,R3d_oversold,1,60,-0.037837837837804505,max
2025-01-22 03:40:00,0,R3g_three_green,1,60,-0.13130861991963313,ml_exit
2025-01-22 03:45:00,0,R3h_close_streak,1,59,-0.30591259640116325,ml_exit
2025-01-22 08:50:00,2,R0h_3bar_reversal,1,60,3.972578241430617,max
2025-01-23 04:30:00,2,R0e_nr4_break,-1,60,-0.46688281611873544,max
2025-01-23 06:05:00,0,R3h_close_streak,1,60,1.0452488687781762,max
2025-01-23 06:50:00,0,R3b_higherlow,1,54,-8.304854368933531,hard_sl
2025-01-23 08:00:00,0,R3b_higherlow,1,40,-6.114167812929776,hard_sl
2025-01-23 11:30:00,0,R3e_false_breakdown,1,60,1.7081339712918715,max
2025-01-23 12:10:00,0,R3h_close_streak,1,41,-4.812203389830596,hard_sl
2025-01-23 16:55:00,0,R3g_three_green,1,60,2.748700173310242,max
2025-01-23 17:10:00,0,R3f_sma_bounce,1,60,3.364899639732211,max
2025-01-23 18:35:00,0,R3g_three_green,1,60,0.22606689734715024,max
2025-01-23 19:30:00,0,R3g_three_green,1,60,-0.7153284671530964,max
2025-01-23 19:35:00,0,R3h_close_streak,1,60,-0.7362763915546388,max
2025-01-23 23:50:00,0,R3g_three_green,1,60,21.69887278582918,max
2025-01-24 01:30:00,0,R3g_three_green,1,60,26.629969418962652,ml_exit
2025-01-24 01:55:00,0,R3c_breakpullback,1,60,24.423459244535866,max
2025-01-24 02:30:00,0,R3g_three_green,1,59,17.78723404255502,ml_exit
2025-01-24 02:35:00,0,R3h_close_streak,1,60,17.597650513951276,max
2025-01-24 02:50:00,0,R3c_breakpullback,1,60,12.827773995915539,max
2025-01-24 03:10:00,0,R3g_three_green,1,59,12.014573991031249,ml_exit
2025-01-24 03:45:00,0,R3c_breakpullback,1,59,9.883882954017734,ml_exit
2025-01-24 03:55:00,0,R3i_inside_break,1,60,7.331210191082645,max
2025-01-24 04:05:00,0,R3g_three_green,1,59,4.234466588510994,ml_exit
2025-01-24 04:45:00,0,R3g_three_green,1,60,0.038112522685895045,ml_exit
2025-01-27 09:05:00,3,R1f_sma_reject,-1,23,-5.332332332332173,hard_sl
2025-01-27 09:20:00,3,R1h_close_streak,-1,15,-4.6307173808375754,hard_sl
2025-01-27 10:20:00,3,R1c_bouncefade,-1,25,-4.646072374227638,hard_sl
2025-01-27 12:00:00,3,R1a_swinghigh,-1,60,8.281746031746048,max
2025-01-27 12:10:00,3,R1d_overbought,-1,60,9.7304347826086,max
2025-01-27 13:25:00,3,R1c_bouncefade,-1,60,11.932213930348786,max
2025-01-27 13:40:00,3,R1b_lowerhigh,-1,60,14.373774923961442,max
2025-01-27 14:05:00,3,R1f_sma_reject,-1,60,17.00211267605722,max
2025-01-27 14:20:00,3,R1h_close_streak,-1,60,12.413239719157902,max
2025-01-27 16:45:00,3,R1b_lowerhigh,-1,60,3.1347949654891254,max
2025-01-28 01:25:00,3,R1e_false_breakout,-1,60,2.0327349524815146,max
2025-01-28 02:40:00,3,R1c_bouncefade,-1,60,1.2500000000000202,max
2025-01-28 05:15:00,3,R1c_bouncefade,-1,60,1.9884696016768968,max
2025-01-28 05:25:00,3,R1f_sma_reject,-1,20,-4.140633387010097,hard_sl
2025-01-28 07:10:00,3,R1c_bouncefade,-1,59,-1.307125307125312,ml_exit
2025-01-28 08:10:00,3,R1b_lowerhigh,-1,59,-1.3274215552527133,ml_exit
2025-01-28 10:40:00,2,R0e_nr4_break,1,60,4.985994397758853,max
2025-01-28 12:15:00,2,R0e_nr4_break,-1,45,-4.840677966101907,hard_sl
2025-01-28 21:45:00,2,R0h_3bar_reversal,1,60,0.1619047619044101,max
2025-01-28 22:30:00,2,R0h_3bar_reversal,1,60,1.5175224123880262,max
2025-01-29 04:55:00,2,R0e_nr4_break,-1,60,5.738991192954341,max
2025-01-29 07:25:00,2,R0e_nr4_break,-1,37,-4.1839080459772084,hard_sl
2025-01-29 10:15:00,0,R3g_three_green,1,30,-4.248575867426008,hard_sl
2025-01-29 11:35:00,0,R3g_three_green,1,14,-4.179512195122188,hard_sl
2025-01-29 13:50:00,0,R3b_higherlow,1,17,-5.5250836120402855,hard_sl
2025-01-29 14:20:00,0,R3e_false_breakdown,1,37,-6.293416927899243,hard_sl
2025-01-29 15:45:00,0,R3f_sma_bounce,1,36,-4.132952108648981,hard_sl
2025-01-29 16:50:00,0,R3f_sma_bounce,1,7,-4.3480721613016104,hard_sl
2025-01-29 17:30:00,0,R3e_false_breakdown,1,60,2.329575952764305,max
2025-01-29 18:50:00,0,R3e_false_breakdown,1,60,4.645297640013774,max
2025-01-29 19:45:00,0,R3g_three_green,1,19,-4.461842625543589,hard_sl
2025-01-29 20:45:00,0,R3g_three_green,1,3,-4.0345454545455475,hard_sl
2025-01-29 21:05:00,0,R3e_false_breakdown,1,60,6.243999999999862,max
2025-01-29 21:25:00,0,R3a_pullback,1,60,7.201369863013174,max
2025-01-29 21:35:00,0,R3f_sma_bounce,1,60,2.3814946619216246,max
2025-01-29 21:40:00,0,R3h_close_streak,1,60,1.734374999999855,max
2025-01-29 23:50:00,0,R3g_three_green,1,60,2.4235574063060357,max
2025-01-29 23:55:00,0,R3h_close_streak,1,60,2.4906367041197734,max
2025-01-30 02:15:00,0,R3f_sma_bounce,1,60,1.4426919032597894,max
2025-01-30 02:25:00,0,R3g_three_green,1,60,-1.100628930817719,max
2025-01-30 03:50:00,0,R3d_oversold,1,60,2.0012650221380874,max
2025-01-30 05:45:00,0,R3g_three_green,1,60,12.183028286190206,max
2025-01-30 07:05:00,0,R3g_three_green,1,59,16.86445012787734,ml_exit
2025-01-30 07:25:00,0,R3e_false_breakdown,1,59,21.802083333334295,ml_exit
2025-01-30 08:55:00,0,R3g_three_green,1,60,8.823712948518393,max
2025-01-30 09:00:00,0,R3h_close_streak,1,60,7.282793017456344,ml_exit
2025-01-30 09:35:00,0,R3b_higherlow,1,60,8.77219351808342,ml_exit
2025-01-30 09:45:00,0,R3g_three_green,1,60,8.150114416476049,max
2025-01-30 09:50:00,0,R3h_close_streak,1,60,7.069809610154207,max
2025-01-30 10:25:00,0,R3g_three_green,1,59,6.845781837721874,ml_exit
2025-01-30 10:45:00,0,R3b_higherlow,1,59,7.935678391959583,ml_exit
2025-01-30 11:25:00,0,R3d_oversold,1,60,6.146084337349363,max
2025-01-30 12:10:00,0,R3g_three_green,1,60,7.374003189792572,ml_exit
2025-01-30 12:15:00,0,R3h_close_streak,1,59,7.133016627078515,ml_exit
2025-01-30 13:15:00,0,R3g_three_green,1,58,15.781192378611523,ml_exit
2025-01-30 14:00:00,0,R3e_false_breakdown,1,60,12.449760765549968,max
2025-01-30 14:40:00,0,R3g_three_green,1,60,12.388679245283093,max
2025-01-30 16:45:00,0,R3g_three_green,1,60,3.384928716904221,max
2025-01-30 21:25:00,0,R3e_false_breakdown,1,60,2.0332917186848714,max
2025-01-30 22:40:00,0,R3f_sma_bounce,1,60,1.0047528517108275,max
2025-01-30 23:15:00,0,R3e_false_breakdown,1,60,1.9395272127541925,max
2025-01-31 06:30:00,0,R3a_pullback,1,60,1.1644359464625145,max
2025-01-31 07:35:00,0,R3e_false_breakdown,1,60,-3.839335180055785,max
2025-01-31 08:50:00,0,R3e_false_breakdown,1,60,5.47601476014779,max
2025-01-31 09:15:00,0,R3h_close_streak,1,60,5.2800392349191485,max
2025-01-31 10:35:00,0,R3a_pullback,1,60,7.699729834040954,max
