time,open,high,low,close,spread,f01_CPR,f02_WickAsym,f03_BEF,f04_TCS,f05_SPI,f06_LRSlope,f07_RECR,f08_SCM,f09_HLER,f10_EP,f11_KE,f12_MCS,f13_Work,f14_EDR,f15_AI,f16_PPShigh,f16_PPSlow,f17_SCR,f18_RVD,f19_WBER,f20_NCDE,h1_trend_sma20,h1_trend_sma50,h1_slope5,h1_rsi14,h1_atr_ratio,h1_dist_sma20,h1_dist_sma50,h4_trend_sma20,h4_trend_sma50,h4_slope5,h4_rsi14,h4_atr_ratio,h4_dist_sma20,h4_dist_sma50,label
2016.09.09 02:00,625.39000,626.04000,625.36000,625.40000,0,0.058824,0.897059,0.014706,0.000865,0.883867,-0.044895,0.819277,1.166667,0.199005,0.000000,0.194087,0.395185,0.080131,0.052692,-0.882353,-0.348168,-0.009162,0.338308,4.000000,67.000000,0.009274,0.974016,2.850545,0.242704,53.6325,0.219193,0.562747,1.664980,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,0
2016.09.09 02:05,626.45000,626.89000,625.76000,625.76000,0,0.000000,0.389381,0.610619,-0.610619,0.151617,0.040542,2.271357,1.583333,0.266234,-1.661765,-0.475057,0.714854,3.497944,3.252077,-1.000000,0.405422,-0.353666,0.733766,9.000000,0.637681,-1.032605,0.974016,2.850545,0.242704,53.6325,0.219193,0.562747,1.664980,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,0
2016.09.09 02:10,625.76000,626.08000,625.75000,625.76000,0,0.030303,0.939394,0.000000,0.000000,0.939394,0.108101,0.423077,1.083333,0.266234,0.000000,0.000000,-0.803989,0.000000,3.497944,-0.939394,-0.717722,-0.345570,0.214286,0.000000,0.000000,0.000000,0.974016,2.850545,0.242704,53.6325,0.219193,0.562747,1.664980,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,0
2016.09.09 02:15,625.76000,626.60000,625.32000,625.53000,0,0.164062,0.492188,0.179688,-0.150208,0.403748,0.059939,2.151261,-0.416667,0.133758,0.000000,-0.600635,4.245164,-1.555179,1.555179,-0.671875,-0.248318,0.034251,0.815287,0.000000,4.565217,-0.286415,0.974016,2.850545,0.242704,53.6325,0.219193,0.562747,1.664980,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,0
2016.09.09 02:20,626.60000,626.60000,625.68000,625.68000,0,0.000000,0.000000,1.000000,-1.000000,0.000000,0.027764,1.076023,0.750000,0.229299,0.000000,-0.299568,-0.504590,1.027601,2.282169,-1.000000,-0.243990,-0.302885,0.585987,0.652174,0.000000,-0.767777,0.974016,2.850545,0.242704,53.6325,0.219193,0.562747,1.664980,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,0
2016.09.09 02:25,625.66000,625.68000,625.66000,625.66000,0,0.000000,1.000000,0.000000,0.000000,1.000000,-0.025128,0.021858,-0.833333,0.216561,0.000000,0.000000,-0.949666,-0.048949,1.104158,-1.000000,-0.825641,-0.305128,0.012739,0.133333,0.000000,0.000000,0.974016,2.850545,0.242704,53.6325,0.219193,0.562747,1.664980,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,0
2016.09.09 02:30,625.54000,625.90000,625.48000,625.90000,0,1.000000,-0.142857,0.857143,0.857143,-0.020408,0.040565,0.658824,0.583333,0.453125,0.000000,0.086340,0.400537,0.137314,0.236804,1.000000,-0.692580,-0.158304,0.328125,12.000000,0.166667,0.085687,0.974016,2.850545,0.242704,53.6325,0.219193,0.562747,1.664980,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,-1
2016.09.09 02:35,625.48000,626.00000,625.47000,626.00000,0,1.000000,-0.018868,0.981132,0.981132,-0.000356,0.123311,0.803030,1.416667,0.531250,0.000000,0.158711,1.587715,0.116926,0.017177,1.000000,-0.637813,0.010630,0.414062,0.416667,0.019231,0.269233,0.974016,2.850545,0.242704,53.6325,0.219193,0.562747,1.664980,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,-1
2016.09.09 02:40,625.54000,626.00000,625.48000,625.48000,0,0.000000,0.884615,0.115385,-0.115385,0.782544,-0.007887,1.100529,-0.416667,0.008850,-0.981132,-0.233633,2.690184,-2.286338,2.416231,-1.000000,0.000000,-0.013146,0.460177,5.200000,7.666667,-0.196552,0.974016,2.850545,0.242704,53.6325,0.219193,0.562747,1.664980,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,-1
2016.09.09 02:45,625.51000,625.51000,625.49000,625.49000,0,0.000000,0.000000,1.000000,-1.000000,0.000000,-0.109691,0.053691,1.083333,0.037736,0.000000,-0.000417,-0.996678,0.064100,4.285775,-1.000000,-0.707216,-0.028866,0.037736,0.019231,0.000000,-0.011429,0.974016,2.850545,0.242704,53.6325,0.219193,0.562747,1.664980,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,-1
2016.09.09 02:50,625.19000,625.92000,624.92000,625.05000,0,0.130000,0.600000,0.140000,-0.121800,0.516000,-0.356041,2.684564,-0.583333,0.120370,0.000000,-1.297737,570.597627,-2.635584,2.667155,-0.740000,-0.128884,0.886076,0.925926,44.000000,6.142857,-0.405674,0.974016,2.850545,0.242704,53.6325,0.219193,0.562747,1.664980,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,0
2016.09.09 02:55,625.05000,625.73000,624.34000,625.67000,0,0.956835,-0.467626,0.446043,0.426790,-0.259045,-0.151389,2.685990,0.583333,0.801205,1.390000,1.863522,2.415972,3.853967,4.474884,0.913669,-0.375000,0.805556,0.837349,1.409091,1.241935,1.497294,0.974016,2.850545,0.242704,53.6325,0.219193,0.562747,1.664980,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,0
2016.09.09 03:00,625.67000,625.90000,624.87000,625.83000,0,0.932039,-0.708738,0.155340,0.144783,-0.598643,0.122709,1.406143,1.416667,0.897590,0.000000,1.031414,-0.476301,0.953679,2.182655,0.864078,-0.027888,-0.739044,0.620482,0.258065,5.437500,0.206285,0.894896,2.852402,0.112090,50.4000,0.207954,0.513031,1.653802,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,0
2016.09.09 03:05,624.96000,625.90000,624.96000,625.84000,0,0.936170,0.063830,0.936170,0.876415,0.004074,0.193103,1.093023,1.583333,0.949367,0.000000,0.752112,0.768619,0.060872,0.962812,0.872340,-0.026095,-0.808947,0.594937,0.062500,0.068182,1.580099,0.894896,2.852402,0.112090,50.4000,0.207954,0.513031,1.653802,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,0
2016.09.09 03:10,625.00000,625.93000,625.00000,625.93000,0,1.000000,0.000000,1.000000,1.000000,0.000000,0.246084,0.853211,2.083333,1.000000,0.000000,0.703052,-0.553463,0.460220,0.404879,1.000000,0.038251,-0.841530,0.584906,9.000000,0.000000,0.654979,0.894896,2.852402,0.112090,50.4000,0.207954,0.513031,1.653802,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,0
2016.09.09 03:15,625.92000,625.92000,625.08000,625.91000,0,0.988095,-0.988095,0.011905,-0.000142,-0.976332,0.078530,0.783217,0.083333,0.987421,-0.903226,-0.646761,-0.557635,-0.050009,0.555476,0.976190,-0.013540,-0.284333,0.528302,0.222222,83.000000,-0.003574,0.894896,2.852402,0.112090,50.4000,0.207954,0.513031,1.653802,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,0
2016.09.09 03:20,625.93000,626.18000,625.93000,626.18000,0,1.000000,0.000000,1.000000,1.000000,0.000000,0.104864,0.267380,1.083333,1.000000,0.297619,0.057959,-0.645505,0.730718,0.861027,1.000000,0.340467,-1.321012,0.190840,13.500000,0.000000,0.153519,0.894896,2.852402,0.112090,50.4000,0.207954,0.513031,1.653802,2.075740,4.945403,0.358917,71.7640,-0.055434,2.113598,5.187166,0
