f01_CPR,f02_WickAsym,f03_BEF,f04_TCS,f05_SPI,f06_LRSlope,f07_RECR,f08_SCM,f09_HLER,f10_EP,f11_KE,f12_MCS,f13_Work,f14_EDR,f15_AI,f16_PPShigh,f16_PPSlow,f17_SCR,f18_RVD,f19_WBER,f20_NCDE,rsi14,rsi6,stoch_k,stoch_d,bb_pct,mom5,mom10,mom20,ll_dist10,hh_dist10,vol_accel,atr_ratio,spread_norm,hour_enc,dow_enc,time,idx,direction,rule,atr,entry_price,label
0.258979,-0.079395,0.561437,-0.416036,-0.03482,-0.416,1.372244,-0.916667,0.120599,0.0,-0.774646,0.10173,-1.441692,0.886233,-0.482042,-1.428235,0.818824,0.465669,0.502591,0.781145,-0.684148,-0.0189279732218938,-0.2504118616268044,0.120598591548228,0.3488532121406916,0.1988224386307275,-1.524705882317177,-0.249411764700108,-1.1152941176207654,0.0423529411755425,2.7058823528775084,0.1741895555858834,0.1744549147159355,2.117647058773702,0.258819045102521,-0.587785252292473,2026-02-19 11:20:00,57736,-1,R2d_continuation,4.25,5010.66,1
0.828249,-0.828249,0.171751,-0.029499,-0.685996,-0.664495,1.154222,-1.083333,0.263385,-1.43436,-1.346182,0.21,-0.415643,0.69259,0.656497,-2.39359,1.227387,0.318002,1.556701,4.822368,-0.200133,-0.1866089613146343,-0.4429906542071956,0.2633848365064178,0.1423289703329453,-0.0313461938970283,-3.5616474638459827,-3.626539531120704,-1.857767183120158,0.1316381936143036,4.080784002043243,0.5398924180750364,0.4567040021830606,1.6686531584910873,0.258819045102521,-0.587785252292473,2026-02-19 11:35:00,57739,1,R2b_v_reversal,5.3935714285715095,5000.15,0
0.952221,-0.428332,0.476111,0.453363,-0.224399,0.051171,2.294231,1.083333,0.952221,1.911859,1.64076,0.34031,2.483319,3.888445,0.904443,0.189805,0.62256,1.0,1.429648,1.100352,0.557593,-0.2195151515246525,0.029239766058663,0.9522212908554136,0.6252462140493709,0.286409044761921,0.3553145336171802,-1.6642082429248144,-3.673101952221757,1.4091106290457849,1.881344902357428,0.0224098037682261,0.5436129247922281,1.3665943600659929,1.2246467991473532e-16,-0.587785252292473,2026-02-19 12:30:00,57750,1,R2b_v_reversal,6.585714285714403,4992.55,0
0.826087,-0.280632,0.371542,0.306926,-0.176366,0.17221,0.786019,1.416667,0.937721,0.0,0.339811,-0.110925,0.821836,1.466626,0.652174,0.358431,-1.477714,0.358103,0.332162,1.691489,0.39895,-0.0942116370385264,0.1507483962658042,0.9377211606444532,0.7412986466229321,0.349953601977518,0.8390550447901779,-1.3832188990814938,-3.698359129463882,2.158733853101096,1.7106947515140758,0.1270346036763183,0.4174394705347297,1.466309787012065,1.2246467991473532e-16,-0.587785252292473,2026-02-19 12:35:00,57751,1,R2d_continuation,6.137857142857164,4994.44,0
0.083151,0.595186,0.238512,-0.21868,0.453227,-0.305427,0.620081,-1.583333,0.443958,0.0,-0.301662,-0.384451,-0.561892,2.216032,-0.833698,-1.016389,-1.315527,0.249863,0.202925,3.192661,-0.233894,-0.0412087912264354,-0.1032338308605673,0.443958447236496,0.4999519318348556,0.1588975552414275,-1.215248269980499,-1.0639796042067935,-2.926793735533645,1.3801141191946882,1.7285419448534811,0.3680587767039616,0.2404074354913241,1.529683137038468,-0.2588190451025208,-0.587785252292473,2026-02-19 13:20:00,57760,-1,R2d_continuation,5.883571428571421,4986.29,0
0.646192,-0.611794,0.31941,-0.11301,-0.41638,-0.077669,2.227086,-1.083333,0.621749,-1.938095,-1.261688,0.640141,-1.557395,3.090352,0.292383,-0.056593,0.725955,0.962175,0.790274,2.130769,-0.476648,-0.0945578231485451,-0.129156010249132,0.6217494089761254,0.4739368900156735,0.1174571642763649,-0.2888207415610446,-1.6665737384675934,-1.1767493727118508,0.9933091719906708,2.5759687760857166,0.0758149030017409,0.0388700152419614,1.7563423473311948,-0.2588190451025208,-0.587785252292473,2026-02-19 13:50:00,57766,1,R2b_v_reversal,5.124285714285763,4983.26,0
0.782343,-0.710664,0.145979,-0.031773,-0.606922,-0.053335,2.688602,-0.416667,0.673946,-3.608833,-2.110253,1.631146,-1.065996,1.729905,0.564685,-0.330426,1.176244,0.861446,0.932584,5.850299,-0.262488,0.000786988439104,-0.1845448129985648,0.6739457831274545,0.451916951824669,0.2789997129897282,-0.280143663412191,-0.9409953822305755,-0.5333504361115803,0.4309902514031949,1.7275525910413818,0.2830269918500034,0.032585516763635,1.616213442762226,-0.7071067811865471,-0.587785252292473,2026-02-19 15:00:00,57780,1,R2b_v_reversal,5.568571428571171,4983.32,0
0.359596,0.246465,0.034343,-0.021994,0.238,0.042783,0.78853,-0.916667,0.65738,0.0,-0.382909,-0.180933,-0.211811,1.000559,-0.280808,0.015911,-1.22869,0.372741,0.13253,28.117647,-0.046276,-0.0202702702884232,-0.08302238808304,0.6573795180673873,0.6078155044366803,0.2691709103792357,-0.5692637959236662,-0.4172243970124034,-0.2899355979238109,1.5433766889487222,1.7396135875433476,0.2932648171237979,0.0435252414581845,1.591109988606844,-0.7071067811865471,-0.587785252292473,2026-02-19 15:05:00,57781,-1,R2d_continuation,5.656428571428413,4983.1,0
0.927991,-0.095238,0.760743,0.705963,-0.022786,0.40382,0.970141,0.916667,0.973884,0.0,0.845968,-0.103119,2.964284,1.110669,0.855981,0.67681,-2.285745,0.362679,1.313646,0.314504,0.915039,0.0378421899918456,0.4502719502276227,0.97388374051819,0.7672713861510198,1.192179991718743,1.6195100895405727,1.92467896835334,1.5243336570395654,3.4928239990839693,-0.5831444911964984,0.5520711168016059,0.180443389139302,1.359663321442728,-0.7071067811865471,-0.587785252292473,2026-02-19 15:35:00,57787,1,R2d_continuation,6.619285714285654,4994.69,0
0.11981,0.112693,0.647687,-0.570087,0.039703,-0.47303,1.345034,-0.916667,0.050274,0.0,-0.651263,-0.002616,-1.28565,1.174029,-0.76038,-1.578571,0.806885,0.419612,0.452361,0.543956,-0.772701,-0.0668568593551542,-0.2953834115854036,0.0502737680435631,0.318958931215596,0.1335263287378423,-1.9183831350673588,-0.5577797118191439,-1.7261386712850175,1.085775070094635,2.583115752793569,0.1643484049984811,0.2770103558514905,1.218450826789424,-0.8660254037844384,-0.587785252292473,2026-02-19 16:05:00,57793,-1,R2d_continuation,7.386428571428561,4979.59,1
0.703557,-0.695652,0.288538,-0.085535,-0.49493,0.032014,2.332693,-0.916667,0.557702,0.0,-1.787781,1.297514,-1.331681,1.252943,0.407115,-0.494528,1.047602,0.792689,10.658537,2.465753,-0.453777,-0.0859757202496831,-0.2346333192098042,0.5577023498665178,0.4230099848665916,0.1060799599005345,-0.6988166206871684,-2.4639202775741915,-1.1485007562807847,0.2827653705809941,3.075540528478565,-0.1265482730515544,0.3500916558126341,1.1210961829204746,-0.8660254037844384,-0.587785252292473,2026-02-19 16:30:00,57798,1,R2b_v_reversal,8.027857142857036,4973.98,1
0.848617,-0.166667,0.530568,0.450249,-0.078239,0.420196,1.568941,0.916667,0.933546,0.0,1.411693,0.042261,1.770093,0.750284,0.697234,1.142208,-2.147449,0.438978,0.65388,0.884774,0.735342,0.0311589982419437,0.3384043272311219,0.9335463258756144,0.8293536872980757,0.7625559637866743,1.685185185164663,-0.3509783368230892,1.1250873514887805,3.5733752620108525,0.7520964360494611,0.460584233390312,0.3567099546353265,1.1006289308041544,-0.8660254037844384,-0.587785252292473,2026-02-19 16:40:00,57800,1,R2d_continuation,8.177142857142826,4992.52,1
0.916972,-0.186813,0.647131,0.593401,-0.065921,0.595757,0.874533,1.583333,0.973836,0.0,0.330875,-0.039964,0.990681,0.806244,0.833944,0.562185,-1.768003,0.315121,0.570964,0.545283,0.613983,0.3327352160841524,0.3441608661830513,0.9738360908003972,0.915060640786551,0.987720357770735,1.7978006385063674,2.869528201461297,2.584462575355593,4.027669386267167,-0.4946434905945411,-0.0772622260458617,0.4921975904414024,0.8939340191468395,-0.9659258262890684,-0.587785252292473,2026-02-19 17:30:00,57810,1,R2d_continuation,10.06785714285726,5021.41,0
0.158477,-0.029484,0.712531,-0.599611,-0.008476,0.449518,0.839608,0.083333,0.740629,-0.993895,-0.307485,-0.10514,-0.948086,1.884327,-0.683047,0.040462,-1.429672,0.308217,1.091082,0.403448,-0.622546,0.2686878870650008,0.1972213350233572,0.740628549788926,0.9000666690126691,0.8491781759517087,1.5375722543204249,1.5173410404477845,1.7861271676128168,2.694605009607931,0.6194605009574409,-0.1092847709799728,0.5178640439804432,0.8670520231130195,-0.9659258262890684,-0.587785252292473,2026-02-19 17:35:00,57811,-1,R2b_v_reversal,10.380000000000175,5015.66,1
0.140281,0.0501,0.669339,-0.575443,0.016566,-0.180774,0.653783,-1.583333,0.310277,0.0,-0.219324,-0.23642,-0.889988,0.162291,-0.719439,-0.62116,-0.532234,0.328722,1.281853,0.494012,-0.57236,0.0180027849467875,-0.2698195735450007,0.3102766798398497,0.4398202213044939,0.461568820491618,-1.3285930982000491,-0.1977626090227512,4.172923776963967,0.7817595752645908,2.2682973075163373,-0.264983067263184,0.0371334684833553,1.1945392491308873,-1.0,-0.587785252292473,2026-02-19 18:10:00,57818,-1,R2d_continuation,7.534285714285813,5005.42,1
0.628263,-0.418542,0.162016,-0.060227,-0.350731,-0.330349,1.410794,-2.083333,0.343673,0.0,-1.034957,-0.103298,-0.591753,0.278426,0.256526,-0.912959,0.831375,0.547021,2.142857,5.172222,-0.133875,-0.0098814229378176,-0.5,0.3436730674527509,0.2014335656835068,0.1440329719372679,-1.6575709924861806,-2.218296179788129,-0.1787068726274279,0.0725187309212034,3.105355656235846,0.1838428471926481,0.0470032908166193,1.1654796040918292,-1.0,-0.587785252292473,2026-02-19 18:25:00,57821,1,R2b_v_reversal,7.722142857142899,4998.53,0
0.980645,-0.749462,0.211828,0.207728,-0.590705,-0.165878,1.487405,0.416667,0.591823,1.738318,0.888889,0.061807,0.860019,1.132673,0.96129,-0.875986,0.681004,0.603504,3.084746,3.720812,0.211496,-0.0499363867884787,-0.0395480226248419,0.5918234912356128,0.3453698315024892,0.2441834535715017,-0.1663082437252001,-1.2086021505202675,-2.6365591397471704,0.7526881720322504,1.6774193548147032,0.1447673891463967,-0.1178558975036055,1.290322580626715,-0.9659258262890684,-0.587785252292473,2026-02-19 19:35:00,57835,1,R2b_v_reversal,6.9749999999997145,4995.39,0
0.167116,0.277628,0.38814,-0.323276,0.169869,0.248792,0.836528,-0.416667,0.704589,-0.758691,-0.227624,0.390897,-0.56584,2.302864,-0.665768,0.181865,-1.176669,0.354685,0.315508,1.576389,-0.441818,0.0001157139389017,0.3396805896496139,0.7045889101270943,0.8670892932986846,0.6129033971022768,0.9511561444357212,1.4003637308136696,-1.203949077660592,2.1078202130040284,0.3800987269351743,-0.1579577075685103,-0.2570358645816981,1.6367887762757565,-0.7071067811865477,-0.587785252292473,2026-02-19 21:10:00,57854,-1,R2b_v_reversal,5.498571428571462,4986.95,0
0.965174,-0.616915,0.313433,0.302517,-0.423554,-0.212421,0.742382,0.916667,0.650042,0.0,0.391529,-0.218436,0.449493,1.047239,0.930348,-0.794654,-0.867296,0.334165,0.307125,2.190476,0.287697,0.0804929207967343,-0.0843335439197373,0.6500415627543533,0.4381950355854904,0.6424442571403196,-0.4138364779783334,0.9553459119286826,0.6977987421230165,1.7213836477607762,0.9267295597280308,0.6184407645065828,-0.3184141769953327,1.981132075428077,-0.7071067811865477,-0.587785252292473,2026-02-19 21:45:00,57861,1,R2d_continuation,4.5428571428571685,4986.17,1
0.149621,0.327652,0.373106,-0.317281,0.205403,-0.009541,1.544989,-0.583333,0.381543,-1.703226,-1.320268,-0.598413,-1.343529,1.414048,-0.700758,0.23082,0.015388,0.727273,24.5,1.680203,-0.221876,0.3396029257484197,0.1684665226348792,0.3815426997192336,0.6381541071496829,0.7737109156656733,0.6401406902418757,2.659045944081832,3.6131017804998766,3.2591778411835546,1.1510222026464227,0.1584329438200402,-0.4050888508868384,3.3853594195485,-0.2588190451025215,-0.587785252292473,2026-02-19 23:00:00,57876,-1,R2b_v_reversal,3.2492857142856986,4999.79,1
0.256667,0.146667,0.34,-0.252733,0.0968,-0.299892,0.78125,-1.416667,0.122417,0.0,-0.411262,-0.074476,-0.433612,1.061409,-0.486667,-0.994602,0.305334,0.476948,0.52551,1.941176,-0.198386,0.2846638654885406,0.0567567567206581,0.1224165341793639,0.4189123372219878,0.710764174403513,-0.2025480457723465,1.3059814294575636,2.856834376937956,2.890088533706723,1.6687540487509491,0.1791294119912501,-0.3843998330509978,3.3254156768590604,-0.2588190451025215,-0.587785252292473,2026-02-19 23:05:00,57877,-1,R2d_continuation,3.3078571428571713,4998.76,1
0.554343,-0.549727,0.441041,-0.196553,-0.307275,-0.46464,5.016842,-2.083333,0.410503,0.0,-3.737154,0.771897,-3.663805,3.022972,0.108687,-0.957961,2.378268,0.740522,2.985755,1.267364,-0.963897,-0.2167070217997679,-0.3621017593952896,0.4105034182709521,0.3340146047304334,-0.1388834704215871,-1.6348438908277363,-1.9365729738365527,-2.977136769612594,-0.862738670808688,2.876177988986026,0.3203190755728384,0.4286684336979867,2.8681471768907656,0.7071067811865475,0.9510565162951536,2026-02-24 03:00:00,57888,-1,R2c_gap_fade,19.912857142857256,5213.1,1
0.074611,0.033321,0.817457,-0.756466,0.006083,-0.961793,2.107231,-2.083333,0.042756,0.0,-3.62891,-0.05604,-2.896001,2.219331,-0.850779,-1.563145,1.261639,0.573059,4.523046,0.223305,-1.000978,-0.3168373151344771,-0.5,0.0427563304274826,0.2604528195789282,-0.3286347743610382,-4.316699191482741,-4.891413437365085,-5.874965151880137,-1.0606356286486698,5.135349874496796,1.1671566629737509,0.618360975232074,0.8781711736741604,0.7071067811865475,0.9510565162951536,2026-02-24 03:10:00,57890,-1,R2a_vol_breakout,22.511428571428755,5185.54,0
0.045641,0.5267,0.382017,-0.364582,0.325492,-1.252532,0.775164,-2.083333,0.087988,0.0,-1.261671,-0.158949,-0.563846,1.285362,-0.908717,-3.015329,-0.435733,0.275009,0.320567,1.617682,-0.334238,-0.3919348430686444,-0.5,0.0879879502948589,0.1053038765421805,-0.1981142947219889,-5.257793889138379,-5.602175038799265,-6.617918177062231,0.5082340756048184,5.893630243354405,1.1801926176588575,1.062879912796181,1.8850336613016925,0.7071067811865475,0.9510565162951536,2026-02-24 03:20:00,57892,-1,R2d_continuation,26.889285714285897,5151.06,0
0.137011,-0.092527,0.818505,-0.706361,-0.016793,0.438687,0.66215,0.083333,0.775046,-0.779473,-0.164674,0.001512,-1.000152,1.930503,-0.725979,0.023487,-1.627717,0.260668,1.127139,0.221739,-0.928542,0.0870456408742531,0.2037316245600215,0.7750463821856318,0.8974482108316765,0.6920104459482627,1.1253099926945191,1.621590080216865,-3.0318016046372303,2.0116703136191263,0.4717724288791995,-0.4724064691715957,-0.0311419663320609,2.5528811086537373,0.8660254037844386,0.9510565162951536,2026-02-24 04:40:00,57908,-1,R2b_v_reversal,9.792857142857104,5183.41,1
0.9775,-0.1675,0.7875,0.769781,-0.035594,-0.181046,0.87241,-0.083333,0.489975,0.849257,0.238752,0.056915,1.422326,3.604518,0.955,-0.687562,0.057009,0.501253,0.733021,0.269841,0.745345,0.1792247386552538,-0.0465116279313151,0.489974937337285,0.3300146229265104,0.6561758413875138,-0.3576011845939615,0.4146100690946007,3.157946692936604,0.6184600197327834,1.048617966418139,0.143795174468678,-0.4510749556387219,4.318854886401109,0.9659258262890684,0.9510565162951536,2026-02-24 05:30:00,57918,1,R2b_v_reversal,5.788571428571556,5185.81,0
0.30678,-0.211864,0.598305,-0.414757,-0.085105,-0.375766,1.020761,-1.583333,0.124228,0.0,-0.615627,0.188304,-1.070006,0.259974,-0.386441,-1.630575,0.332886,0.404942,0.70297,0.671388,-0.690352,-0.1632598171186579,-0.3219567690618149,0.1242278654761771,0.239629707261824,0.2328370764442649,-2.0819451907183817,-2.585975282057679,0.5849005910689843,0.0075228371841609,3.009134873667117,0.6732938529224,-0.488024561620789,1.6926383664377531,0.9659258262890684,0.9510565162951536,2026-02-24 05:45:00,57921,-1,R2d_continuation,5.317142857143024,5175.88,1
0.774319,-0.536965,0.011673,0.009039,-0.530697,0.042547,1.02646,0.916667,0.864009,0.0,0.411724,-0.180959,0.026497,0.992644,0.548638,0.028247,-0.480202,0.602579,0.020492,84.666667,0.013109,-0.0167627030035729,0.0578186596363636,0.8640093786534244,0.7755043857303212,0.4434379679724141,1.0680958385687902,-0.1394703656974016,-2.113240857465836,1.3011349306201043,0.7803278688386759,-0.0993019178558792,-0.3972295362151973,4.413619167639497,0.9659258262890684,0.9510565162951536,2026-02-24 07:05:00,57937,1,R2d_continuation,5.664285714285858,5170.71,0
0.27327,0.125298,0.328162,-0.238485,0.08418,-0.688484,1.467601,-2.083333,0.11095,0.0,-0.838968,0.307872,-0.973348,1.627598,-0.453461,-1.734349,0.443635,0.406008,0.299886,2.047273,-0.433847,-0.0781389136373617,-0.3652037617597111,0.1109496124025646,0.1583525957543911,0.1245594028886154,-2.559788009234955,-1.001656177526685,-0.302970078387727,-0.0896544109514573,2.9555040299863267,0.3923251140975545,0.0178783355949896,3.864414265149508,0.8660254037844387,0.9510565162951536,2026-02-24 08:30:00,57954,-1,R2d_continuation,6.469285714285694,5166.39,0
0.974942,-0.56993,0.379953,0.370432,-0.353383,-0.379016,2.4375,-0.083333,0.607922,2.047733,2.837886,0.375436,1.983656,2.578358,0.949883,-1.082904,1.099564,0.623547,2.479087,1.631902,0.591006,0.0599032754279182,-0.2175043327629849,0.6079215116256926,0.2779271459763273,0.4142661124717321,-1.3647362157684266,-0.2124157080493754,0.6511305037592495,1.2231257437354257,1.7493058309951983,0.6946303435224173,0.1493859834908537,1.2495041649965342,0.8660254037844387,0.9510565162951536,2026-02-24 08:35:00,57955,1,R2b_v_reversal,7.2028571428571535,5172.91,0
0.937876,-0.376754,0.498998,0.467998,-0.188754,-0.059215,1.451109,0.416667,0.617822,1.325365,0.940024,-0.036305,1.172166,1.715458,0.875752,-0.175859,0.197841,0.658746,2.17094,1.004016,0.440413,0.0224467894700168,-0.1542433767493251,0.617821782174156,0.300130107836041,0.4433489568074343,-0.7666339548471499,-0.7748773307056516,0.6649656525914633,1.0881256133314627,1.4096172718156508,0.1557011292574628,0.1543524411142645,1.2365063787857418,0.4999999999999999,0.9510565162951536,2026-02-24 10:20:00,57976,1,R2b_v_reversal,7.278571428571532,5173.85,0
0.602493,-0.472299,0.267313,-0.106259,-0.346047,-0.029253,1.51601,-1.083333,0.510563,-1.426877,-0.780941,0.324148,-0.937364,3.048778,0.204986,-0.122898,0.299456,0.847418,0.497449,2.740933,-0.29317,-0.0024630542052463,-0.230769230780311,0.5105633802757686,0.3510469708661682,0.2803950476768344,-0.3513847675507435,-0.3358061325361514,-1.5353610286578565,0.4535113748686428,1.679030662681072,0.02372503593865,-0.1178087451378494,1.557863501456694,0.258819045102521,0.9510565162951536,2026-02-24 11:35:00,57991,1,R2b_v_reversal,5.7771428571429295,5170.56,0
0.427046,0.090154,0.055753,-0.031944,0.085128,-0.555597,1.30344,-1.583333,0.199557,0.0,-1.423331,0.111491,-0.167855,2.06737,-0.145907,-1.923374,0.614439,0.467295,0.055046,16.93617,-0.076595,-0.0242616033930934,-0.1456834532469607,0.19955654101887,0.2260869219810097,0.0781841004671392,-1.5571122229852288,-0.6844889206439293,-1.358970693325192,0.1060757684038305,2.8900643316075603,0.787816432638518,-0.210453839498139,1.8012866332734598,1.2246467991473532e-16,0.9510565162951536,2026-02-24 12:35:00,58003,-1,R2d_continuation,4.996428571428559,5166.75,0
0.14087,-0.052174,0.770435,-0.661904,-0.011977,0.04482,2.066487,-0.416667,0.274596,-2.415966,-1.219756,0.097797,-1.864193,2.506197,-0.718261,0.133101,0.024447,0.844347,2.786164,0.297968,-0.788057,0.114694148907555,-0.0087209302540045,0.2745961820811045,0.7364707260208202,0.4964809117173996,0.450911913064942,0.2091579355782063,0.1140861466791114,0.7388436165882256,1.2087698874334314,-0.0320350564502656,-0.3457647342682305,2.444703143123394,-0.2588190451025208,0.9510565162951536,2026-02-24 13:45:00,58017,-1,R2b_v_reversal,3.681428571428504,5173.65,1
