time,cid,rule,direction,bars,pnl_R,exit
2025-04-16 13:40:00,0,RL,1,56,6.960831334931921,ml_exit
2025-04-16 13:50:00,0,RL,1,55,5.468085106382898,ml_exit
2025-04-16 14:45:00,0,RL,1,56,5.763431786216674,ml_exit
2025-04-16 15:00:00,0,RL,1,56,5.132661870503668,ml_exit
2025-04-16 15:10:00,0,RL,1,55,6.37576298942982,ml_exit
2025-04-16 15:25:00,4,RL,1,56,5.581745235707169,ml_exit
2025-04-17 00:55:00,0,RL,1,10,-4.22023536063892,hard_sl
2025-04-17 06:00:00,0,RL,-1,60,-0.596110542477081,max
2025-04-17 08:35:00,0,RL,1,60,3.5425323402588083,max
2025-04-17 10:30:00,0,RL,1,41,-4.471521268925811,hard_sl
2025-04-17 13:30:00,0,RL,1,11,-4.1043201849443625,hard_sl
2025-04-17 14:35:00,0,RL,1,59,3.1416206261510013,ml_exit
2025-04-17 16:20:00,0,RL,1,60,9.216706607326183,max
2025-04-17 17:30:00,0,RL,1,60,8.656256177110238,max
2025-04-17 17:40:00,0,RL,1,60,8.191959587455525,max
2025-04-17 17:45:00,0,RL,1,60,8.343286698684734,ml_exit
2025-04-17 18:20:00,0,RL,1,59,14.436249285306323,ml_exit
2025-04-17 19:40:00,0,RL,1,59,23.298569725864755,ml_exit
2025-04-17 20:30:00,0,RL,1,58,22.355914478271387,ml_exit
2025-04-21 15:35:00,4,RL,1,58,-0.12329593437085687,ml_exit
2025-04-22 15:55:00,4,RL,-1,60,5.183798772034134,max
2025-04-22 17:20:00,4,RL,-1,60,6.063279543372609,max
2025-04-24 00:20:00,4,RL,1,60,-0.3361493997331852,max
2025-04-24 16:00:00,4,RL,1,60,4.370795225546415,max
2025-04-24 16:50:00,4,RL,1,60,10.008287292817986,ml_exit
2025-04-24 17:35:00,4,RL,1,60,4.71266778523497,max
2025-04-24 17:45:00,4,RL,1,59,5.957307368224,ml_exit
2025-04-24 17:50:00,4,RL,1,60,4.065400942296076,max
2025-04-24 17:55:00,4,RL,1,60,5.246145005267824,max
2025-04-25 00:20:00,4,RL,-1,60,8.303030303030312,max
2025-04-25 00:30:00,4,RL,-1,60,10.784255107125082,max
2025-04-25 01:10:00,4,RL,-1,60,13.63331371394943,max
2025-04-25 01:20:00,4,RL,-1,60,10.551574689396313,max
2025-04-25 14:05:00,4,RL,-1,60,-0.8048447628795898,max
2025-04-28 00:05:00,4,RL,1,17,-4.1858352260994875,hard_sl
2025-04-28 02:45:00,4,RL,1,60,0.9341117597998483,max
2025-04-28 03:35:00,4,RL,1,60,-2.4396082698585526,max
2025-04-28 05:55:00,4,RL,1,42,-4.41598513011142,hard_sl
2025-04-28 07:45:00,4,RL,1,60,1.5859296482411886,max
2025-04-28 11:35:00,4,RL,1,60,12.713675213674918,max
2025-04-28 15:05:00,4,RL,1,60,4.271989646074927,max
2025-04-28 15:45:00,4,RL,1,60,3.2712750508277684,max
2025-04-28 16:00:00,4,RL,1,60,4.069818409517846,max
2025-04-28 16:05:00,4,RL,1,60,1.4794759825326873,max
2025-04-28 16:10:00,4,RL,1,60,0.8777555110220586,max
2025-04-28 16:50:00,4,RL,1,60,0.5773930753563759,max
2025-04-28 23:35:00,4,RL,-1,60,5.569585879158036,max
2025-04-29 00:50:00,4,RL,-1,60,5.210440456770195,max
2025-04-29 01:25:00,4,RL,-1,60,2.5071235347160625,max
2025-04-29 01:40:00,4,RL,-1,60,1.5688158710477305,max
2025-04-29 01:45:00,4,RL,-1,60,1.5524920466595196,max
2025-04-29 16:30:00,4,RL,-1,60,0.6009313626239725,max
2025-04-29 16:55:00,4,RL,-1,60,3.7440525020507645,ml_exit
2025-04-30 07:25:00,4,RL,-1,60,8.338521400778143,max
2025-04-30 12:10:00,4,RL,-1,6,-4.907003444316868,hard_sl
2025-04-30 13:15:00,4,RL,-1,60,-0.027298430340292997,max
2025-04-30 14:25:00,4,RL,-1,59,0.6696937697993204,ml_exit
2025-04-30 16:10:00,4,RL,-1,59,5.180787429693875,ml_exit
2025-04-30 16:35:00,3,RL,-1,60,8.07633587786259,ml_exit
2025-04-30 17:40:00,3,RL,-1,60,11.193022202084299,max
2025-04-30 17:50:00,3,RL,-1,60,12.271255060728564,max
2025-04-30 23:15:00,4,RL,-1,59,8.227363681840957,ml_exit
2025-05-01 15:55:00,4,RL,1,60,4.6652599849284435,max
2025-05-02 02:20:00,4,RL,1,60,2.6552262090482945,max
2025-05-02 02:30:00,4,RL,-1,45,-4.320831450519633,hard_sl
2025-05-02 02:45:00,4,RL,1,60,4.3393364928909435,max
2025-05-02 02:50:00,4,RL,1,60,3.037643207856008,max
